Date,Open,High,Low,Close,Adj Close,Volume
2018-01-11,1268.089966,1337.300049,1135.170044,1154.930054,1154.930054,7235899904
2018-01-12,1158.290039,1296.040039,1120.089966,1273.199951,1273.199951,5222300160
2018-01-13,1270.469971,1432.880005,1270.469971,1396.420044,1396.420044,5746760192
2018-01-14,1397.479980,1400.560059,1286.209961,1366.770020,1366.770020,4841630208
2018-01-15,1365.209961,1390.589966,1290.599976,1291.920044,1291.920044,4781100032
2018-01-16,1292.630005,1292.630005,875.544983,1053.689941,1053.689941,8405139968
2018-01-17,1061.339966,1090.229980,780.921997,1014.250000,1014.250000,8545160192
2018-01-18,1016.440002,1100.310059,967.758972,1036.280029,1036.280029,5938319872
2018-01-19,1028.819946,1093.219971,1003.710022,1039.099976,1039.099976,4084450048
2018-01-20,1044.949951,1167.109985,1044.949951,1155.150024,1155.150024,3975190016
2018-01-21,1155.680054,1155.680054,1021.500000,1049.579956,1049.579956,3378089984
2018-01-22,1055.349976,1089.099976,930.741028,1003.260010,1003.260010,3810099968
2018-01-23,1004.169983,1023.229980,920.539978,986.229004,986.229004,3556699904
2018-01-24,987.476990,1062.439941,965.807983,1058.780029,1058.780029,3944039936
2018-01-25,1063.219971,1104.660034,1034.739990,1056.030029,1056.030029,4050190080
2018-01-26,1052.699951,1080.599976,996.783997,1055.170044,1055.170044,3617690112
2018-01-27,1055.750000,1121.979980,1042.119995,1107.069946,1107.069946,3002870016
2018-01-28,1111.780029,1257.770020,1111.780029,1246.010010,1246.010010,5372329984
2018-01-29,1246.699951,1256.699951,1169.079956,1182.359985,1182.359985,3715079936
2018-01-30,1184.130005,1184.630005,1058.969971,1071.130005,1071.130005,4107859968
2018-01-31,1071.089966,1128.660034,1034.500000,1118.310059,1118.310059,3757560064
2018-02-01,1119.369995,1161.349976,984.818970,1036.790039,1036.790039,5261680128
2018-02-02,1035.770020,1035.770020,757.979980,915.784973,915.784973,6713290240
2018-02-03,919.210999,991.942993,847.690002,964.018982,964.018982,3243480064
2018-02-04,964.666992,969.031982,805.064026,834.682007,834.682007,2997090048
2018-02-05,834.958008,856.645996,644.598999,697.950989,697.950989,4269530112
2018-02-06,707.737000,796.439026,574.419006,793.122009,793.122009,6518269952
2018-02-07,790.427979,851.200012,723.432983,757.067993,757.067993,3896179968
2018-02-08,755.843018,845.085999,755.843018,817.807007,817.807007,3708189952
2018-02-09,818.479980,884.004028,788.833984,883.864990,883.864990,2495820032
2018-02-10,882.466980,917.400024,825.577026,860.414978,860.414978,2930530048
2018-02-11,859.288025,859.288025,788.221985,814.659973,814.659973,2486650112
2018-02-12,817.507996,875.937012,817.507996,868.706970,868.706970,2243450112
2018-02-13,869.293030,870.708984,828.836975,845.257996,845.257996,2081170048
2018-02-14,844.278992,926.429016,844.278992,923.560974,923.560974,2818370048
2018-02-15,923.728027,951.947998,911.111023,936.976013,936.976013,2900100096
2018-02-16,934.786011,950.005005,917.848022,944.210022,944.210022,2369449984
2018-02-17,944.747986,976.594971,940.754028,974.114990,974.114990,2525720064
2018-02-18,973.348999,982.932983,915.445007,923.921021,923.921021,2567290112
2018-02-19,921.668030,957.776978,921.554016,943.864990,943.864990,2169019904
2018-02-20,943.567017,965.265015,892.953979,895.370972,895.370972,2545260032
2018-02-21,894.135010,912.375000,830.562988,849.971008,849.971008,2531729920
2018-02-22,849.262024,875.926025,802.668030,812.844971,812.844971,2150370048
2018-02-23,811.585022,886.317993,794.791016,864.189026,864.189026,2334820096
2018-02-24,861.593018,879.531006,818.549988,840.515015,840.515015,1926579968
2018-02-25,839.458984,853.145996,822.380981,844.809998,844.809998,1646960000
2018-02-26,845.278015,880.392029,842.318970,869.315002,869.315002,2044480000
2018-02-27,870.364990,896.258972,867.096985,878.265015,878.265015,2053980032
2018-02-28,877.934021,890.107971,855.124023,855.198975,855.198975,1963980032
2018-03-01,856.012024,880.302002,851.919983,872.200012,872.200012,1868519936
2018-03-02,871.763977,876.377991,852.421997,856.853027,856.853027,1894419968
2018-03-03,856.710999,868.453979,855.206970,857.224976,857.224976,1699369984
2018-03-04,856.185974,867.950012,840.280029,866.677979,866.677979,1697939968
2018-03-05,866.846008,869.919983,853.520020,853.684021,853.684021,1898489984
2018-03-06,853.817017,853.817017,809.931030,816.950989,816.950989,1943069952
2018-03-07,816.270996,825.606995,726.546997,752.830994,752.830994,2175419904
2018-03-08,752.570007,773.767029,696.169006,704.596008,704.596008,1891640064
2018-03-09,702.197021,729.156006,648.106995,728.916016,728.916016,2233019904
2018-03-10,730.159973,748.031006,682.695007,686.890015,686.890015,1532960000
2018-03-11,685.312012,735.830994,668.122986,723.338989,723.338989,1562680064
2018-03-12,724.406006,742.513977,683.268005,699.830994,699.830994,1764999936
2018-03-13,698.153015,713.734985,682.349976,690.827026,690.827026,1425959936
2018-03-14,691.218994,702.783997,594.099976,614.291016,614.291016,1810560000
2018-03-15,614.838989,620.616028,579.505005,611.304016,611.304016,1770460032
2018-03-16,611.778015,623.168030,587.862000,601.666016,601.666016,1417350016
2018-03-17,601.677979,609.151001,549.096008,552.778992,552.778992,1267810048
2018-03-18,551.640015,551.640015,460.088013,538.643982,538.643982,2685499904
2018-03-19,546.625977,558.099976,519.122986,556.726013,556.726013,2046790016
2018-03-20,556.721985,567.090027,521.203979,557.174988,557.174988,1833680000
2018-03-21,559.099976,589.606995,550.572021,561.731995,561.731995,1781270016
2018-03-22,562.103027,577.565979,523.088989,539.702026,539.702026,1523459968
2018-03-23,539.864014,540.487000,512.127014,539.619019,539.619019,1596349952
2018-03-24,542.572021,545.382019,526.080017,526.439026,526.439026,1300009984
2018-03-25,522.703003,535.820984,515.658997,524.286987,524.286987,1151170048
2018-03-26,524.286987,526.379028,470.440002,489.950989,489.950989,1638880000
2018-03-27,489.589996,491.459015,449.971008,450.115997,450.115997,1617939968
2018-03-28,450.290985,466.210999,444.860992,446.278992,446.278992,1514179968
2018-03-29,448.075012,450.812988,385.812988,385.967987,385.967987,1970230016
2018-03-30,385.904999,409.928986,368.632996,394.644989,394.644989,1878130048
2018-03-31,395.003998,418.467987,392.953003,396.457001,396.457001,1323920000
2018-04-01,397.253998,400.528015,363.804993,379.606995,379.606995,1256930048
2018-04-02,379.699005,395.170990,377.592987,386.424988,386.424988,1102259968
2018-04-03,387.312012,418.967987,383.532013,416.893005,416.893005,1363399936
2018-04-04,416.484985,417.471985,375.309998,380.542999,380.542999,1287730048
2018-04-05,379.946991,387.716003,369.816010,383.231995,383.231995,1210680064
2018-04-06,382.730988,385.195007,366.911011,370.285004,370.285004,967105984
2018-04-07,370.380005,393.058990,369.936005,385.313995,385.313995,951475008
2018-04-08,385.743011,402.589996,385.601990,400.507996,400.507996,948488000
2018-04-09,400.856995,429.251007,390.609985,398.526001,398.526001,1478390016
2018-04-10,399.411011,415.888000,393.878998,414.243011,414.243011,1196000000
2018-04-11,415.023987,430.540009,412.471008,430.540009,430.540009,1439040000
2018-04-12,430.161011,493.058014,417.412994,492.941010,492.941010,2519360000
2018-04-13,493.160004,526.469971,482.658997,492.734985,492.734985,2419249920
2018-04-14,492.579987,512.023987,488.278992,501.477997,501.477997,1519079936
2018-04-15,502.880005,531.702026,502.880005,531.702026,531.702026,1726089984
2018-04-16,532.073975,534.197021,500.250000,511.147003,511.147003,1758979968
2018-04-17,511.144989,518.031006,502.563995,502.894012,502.894012,1760359936
2018-04-18,503.308990,525.091980,503.045013,524.789001,524.789001,1762940032
2018-04-19,524.038025,567.888977,523.262024,567.888977,567.888977,2256869888
2018-04-20,567.989014,618.715027,560.283020,615.718018,615.718018,2849469952
2018-04-21,616.004028,621.888000,578.549988,605.395020,605.395020,2612460032
2018-04-22,606.119019,640.767029,593.869019,621.859985,621.859985,2426269952
2018-04-23,621.198975,646.700012,621.034973,642.547974,642.547974,2386830080
2018-04-24,643.398010,708.875000,643.398010,708.158020,708.158020,3581860096
2018-04-25,707.062012,707.062012,600.211975,615.416016,615.416016,4216140032
2018-04-26,618.078979,663.181030,604.007019,662.809021,662.809021,2984009984
2018-04-27,662.109009,684.867981,647.031982,647.031982,647.031982,2598129920
2018-04-28,644.645996,691.442017,644.645996,683.677979,683.677979,2496659968
2018-04-29,683.911987,697.755981,670.513000,688.880981,688.880981,2740559872
2018-04-30,689.760986,694.439026,666.117004,669.924011,669.924011,2853100032
2018-05-01,670.463013,674.403015,637.539978,673.612976,673.612976,2678960128
2018-05-02,674.075012,688.841980,667.419983,687.148987,687.148987,2822269952
2018-05-03,686.591003,784.341003,686.591003,779.543030,779.543030,4210939904
2018-05-04,776.775024,803.745972,762.632019,785.624023,785.624023,3533410048
2018-05-05,784.583008,827.455017,784.237000,816.119995,816.119995,3035040000
2018-05-06,816.088013,835.057007,764.882996,792.310974,792.310974,3105570048
2018-05-07,793.338989,795.757996,710.177979,753.724976,753.724976,4316120064
2018-05-08,755.008972,774.249023,728.129028,752.856995,752.856995,2920489984
2018-05-09,752.901978,759.528992,718.471985,752.275024,752.275024,2877870080
2018-05-10,752.578979,766.747986,726.664001,727.276978,727.276978,2748950016
2018-05-11,727.013000,736.976990,669.825012,679.585999,679.585999,3290080000
2018-05-12,679.877014,691.411011,644.065979,686.047974,686.047974,2668480000
2018-05-13,687.174988,741.312012,675.318970,733.495972,733.495972,2362500096
2018-05-14,732.732971,742.169983,695.791992,730.549011,730.549011,3005110016
2018-05-15,731.143005,739.052002,700.994995,708.870972,708.870972,2523069952
2018-05-16,708.086975,710.200012,682.541016,707.049988,707.049988,2476130048
2018-05-17,708.718018,718.833008,668.833984,672.656982,672.656982,2350619904
2018-05-18,672.101990,695.031006,663.809021,694.367004,694.367004,2305740032
2018-05-19,695.072021,715.578003,686.791016,696.530029,696.530029,2021549952
2018-05-20,697.922974,723.752991,692.669006,715.369019,715.369019,2156910080
2018-05-21,717.192993,719.278015,692.494019,699.221985,699.221985,2005170048
2018-05-22,700.177979,700.976013,644.026001,647.741028,647.741028,2230469888
2018-05-23,646.669983,651.635986,572.952026,583.585022,583.585022,2995429888
2018-05-24,584.536011,610.817993,557.205994,601.755005,601.755005,2791099904
2018-05-25,602.140015,617.185974,575.624023,586.734009,586.734009,2110919936
2018-05-26,587.426025,606.174988,583.512024,587.280029,587.280029,1694300032
2018-05-27,588.520020,590.328003,562.866028,572.668030,572.668030,1788790016
2018-05-28,573.044983,576.049011,512.552002,516.036011,516.036011,2356900096
2018-05-29,516.148010,572.263977,516.148010,565.388000,565.388000,2330820096
2018-05-30,566.830017,583.135986,545.431030,559.590027,559.590027,2053970048
2018-05-31,558.497009,585.538025,557.065979,577.645020,577.645020,1985040000
2018-06-01,578.671997,589.093018,567.664978,580.043030,580.043030,1945890048
2018-06-02,580.429016,597.077026,577.322021,591.807983,591.807983,1880390016
2018-06-03,591.258972,624.513000,591.258972,618.328979,618.328979,1832550016
2018-06-04,619.437012,623.429016,583.747009,592.984985,592.984985,1903430016
2018-06-05,593.406006,611.330017,580.981995,609.302979,609.302979,1844269952
2018-06-06,610.262024,611.643005,596.395996,607.124023,607.124023,1756530048
2018-06-07,607.687012,616.143982,601.692993,605.187012,605.187012,1880140032
2018-06-08,605.442993,608.810974,595.593018,601.077026,601.077026,1637779968
2018-06-09,600.905029,608.583008,597.562012,597.562012,597.562012,1519309952
2018-06-10,594.344971,594.344971,511.889008,526.479004,526.479004,2234880000
2018-06-11,524.856995,536.857971,515.268982,533.283997,533.283997,1982119936
2018-06-12,532.710022,538.955017,491.234985,496.842987,496.842987,1932760064
2018-06-13,498.018005,501.904999,459.003998,477.493988,477.493988,2080130048
2018-06-14,478.381012,523.544983,467.466003,519.742004,519.742004,2458650112
2018-06-15,520.479980,521.304993,487.468994,491.003998,491.003998,1808269952
2018-06-16,490.414001,503.222992,488.851013,499.641998,499.641998,1314109952
2018-06-17,499.459991,507.640991,498.648010,500.447998,500.447998,1264870016
2018-06-18,499.382996,521.796021,494.066010,518.890991,518.890991,1513869952
2018-06-19,519.023010,542.353027,516.312012,537.956970,537.956970,1726569984
2018-06-20,538.505981,541.015015,519.369019,536.268005,536.268005,1596290048
2018-06-21,536.447021,543.716980,524.258972,527.367004,527.367004,1462070016
2018-06-22,527.193970,527.193970,456.877014,465.816986,465.816986,2226030080
2018-06-23,466.273987,479.128998,462.393005,474.519989,474.519989,1651379968
2018-06-24,474.768005,475.359009,426.468994,457.671997,457.671997,2490579968
2018-06-25,455.936005,470.343994,448.895996,460.309998,460.309998,4007950080
2018-06-26,460.733002,461.213013,432.772003,432.772003,432.772003,1356560000
2018-06-27,432.243988,444.243011,424.838989,442.364990,442.364990,1368940032
2018-06-28,442.290009,443.618011,419.683014,422.364990,422.364990,1360790016
2018-06-29,422.587006,441.792999,407.946991,436.009003,436.009003,1564499968
2018-06-30,436.209015,458.796997,436.209015,455.179993,455.179993,1475939968
2018-07-01,455.242004,457.139008,446.385010,453.917999,453.917999,1511730048
2018-07-02,453.824005,479.130005,447.110992,475.346985,475.346985,1625789952
2018-07-03,475.385986,483.854004,462.582001,464.195007,464.195007,1683939968
2018-07-04,464.151001,481.436005,455.184998,467.317993,467.317993,1549769984
2018-07-05,467.286987,483.225006,464.628998,474.411987,474.411987,1828610048
2018-07-06,474.356995,479.652008,457.614990,474.011993,474.011993,1627609984
2018-07-07,474.057007,491.660004,466.835999,491.660004,491.660004,1358360064
2018-07-08,492.067993,503.199005,488.416992,489.118988,489.118988,1344560000
2018-07-09,488.877991,490.851990,475.174988,476.682007,476.682007,1533799936
2018-07-10,476.161987,478.317993,433.959991,434.424011,434.424011,1789069952
2018-07-11,434.515015,447.316010,429.506989,446.518005,446.518005,1422470016
2018-07-12,446.502014,446.502014,422.809998,430.074005,430.074005,1495440000
2018-07-13,430.740997,442.363007,430.740997,434.027008,434.027008,1489670016
2018-07-14,434.510986,439.433990,431.473999,436.085999,436.085999,1235820032
2018-07-15,435.882996,454.001007,433.920990,449.850006,449.850006,1350160000
2018-07-16,450.424988,480.657990,446.798004,480.657990,480.657990,1858680064
2018-07-17,480.076996,508.779999,468.915009,501.002014,501.002014,2288100096
2018-07-18,500.838013,513.432983,474.359009,480.513000,480.513000,2371559936
2018-07-19,480.627991,483.239990,465.141998,469.618988,469.618988,2068739968
2018-07-20,469.307007,469.307007,443.692993,450.697998,450.697998,1821350016
2018-07-21,450.678986,468.083008,445.776001,462.436005,462.436005,1504310016
2018-07-22,462.437988,470.898010,458.118988,459.657013,459.657013,1338589952
2018-07-23,459.438995,469.765991,449.727997,450.852997,450.852997,1596999936
2018-07-24,451.135986,481.141998,450.565002,479.372986,479.372986,2287520000
2018-07-25,479.906006,482.868011,466.473999,472.493011,472.493011,1930780032
2018-07-26,472.330994,483.696014,461.424011,464.036987,464.036987,1621560064
2018-07-27,464.009003,473.221985,458.290985,469.665985,469.665985,1734259968
2018-07-28,469.678009,471.593994,462.989014,466.898010,466.898010,1531890048
2018-07-29,466.915009,470.355988,462.712006,466.665009,466.665009,1631910016
2018-07-30,466.826996,467.951996,448.640991,457.080994,457.080994,2141590000
2018-07-31,457.244995,457.244995,430.444000,433.867004,433.867004,1820680000
2018-08-01,433.868988,435.457001,410.463989,420.747009,420.747009,1888060000
2018-08-02,420.806000,425.033997,410.308990,412.621002,412.621002,1569300000
2018-08-03,412.566986,420.549011,399.910004,418.261993,418.261993,1722340000
2018-08-04,418.237000,420.186005,403.776001,407.252014,407.252014,1466540000
2018-08-05,407.346008,413.716003,402.432007,410.515991,410.515991,1396820000
2018-08-06,410.566986,414.540009,403.315002,406.657990,406.657990,1384880000
2018-08-07,406.800995,411.404999,376.076996,380.214996,380.214996,1828350000
2018-08-08,379.891998,380.670990,353.734009,356.613007,356.613007,2016080000
2018-08-09,356.971008,370.946014,353.614014,365.588013,365.588013,1616610000
2018-08-10,365.776001,367.045013,329.585999,334.175995,334.175995,1699400000
2018-08-11,334.264008,334.264008,308.488007,322.112000,322.112000,1790370000
2018-08-12,320.822998,328.589996,318.601990,319.570007,319.570007,1625420000
2018-08-13,320.209991,323.550995,284.933990,286.494995,286.494995,1751190000
2018-08-14,286.364990,286.364990,254.649994,278.932007,278.932007,2137850000
2018-08-15,280.386993,303.589996,280.118988,282.364014,282.364014,1878150000
2018-08-16,282.740997,298.476013,280.928009,288.045990,288.045990,1552970000
2018-08-17,287.683014,316.170013,287.346008,315.729004,315.729004,1995460000
2018-08-18,316.790985,320.446014,286.550995,295.812012,295.812012,1764020000
2018-08-19,295.670013,307.097992,291.332001,300.834015,300.834015,1447910000
2018-08-20,301.381012,304.372009,273.510986,274.315002,274.315002,1413790000
2018-08-21,273.330994,285.970001,273.330994,281.944000,281.944000,1164120000
2018-08-22,281.967987,297.485992,264.997986,271.341003,271.341003,1507660000
2018-08-23,271.747986,279.545990,271.089996,277.104004,277.104004,1271160000
2018-08-24,278.110992,283.302002,273.859985,282.967010,282.967010,1450170000
2018-08-25,283.281006,283.515015,278.471008,279.645996,279.645996,1208360000
2018-08-26,279.524994,279.524994,272.444000,275.196991,275.196991,1206650000
2018-08-27,275.350006,285.602997,273.649994,285.602997,285.602997,1406790000
2018-08-28,286.648987,297.399994,283.571991,296.498993,296.498993,1513350000
2018-08-29,296.162994,297.071014,287.286987,289.312012,289.312012,1474460000
2018-08-30,289.752991,291.243011,275.210999,284.105011,284.105011,1513100000
2018-08-31,284.119995,284.550995,278.513000,283.003998,283.003998,1411910000
2018-09-01,283.496002,301.144012,283.496002,295.341003,295.341003,1546630000
2018-09-02,295.453003,298.686005,290.925995,294.371002,294.371002,1321050000
2018-09-03,295.181000,295.591003,287.432007,289.259003,289.259003,1394490000
2018-09-04,289.296997,291.579987,284.255005,285.722992,285.722992,1554870000
2018-09-05,286.045013,288.162994,232.330994,232.330994,232.330994,2390390000
2018-09-06,231.647995,231.755005,218.123001,230.214996,230.214996,2097310000
2018-09-07,229.535004,233.895996,217.074997,217.203003,217.203003,1678260000
2018-09-08,217.912003,220.367004,193.259003,197.951004,197.951004,1517200000
2018-09-09,198.384995,207.666000,188.306000,196.923996,196.923996,1585980000
2018-09-10,197.850998,201.882996,189.584000,197.078995,197.078995,1502960000
2018-09-11,198.177002,198.505997,180.595993,185.065994,185.065994,1568900000
2018-09-12,185.423004,185.587006,170.257004,183.330994,183.330994,1874850000
2018-09-13,183.679001,214.001999,183.679001,211.354004,211.354004,2330720000
2018-09-14,212.669006,222.794006,204.871002,211.748993,211.748993,2232190000
2018-09-15,209.813995,226.604004,209.606003,223.074005,223.074005,1670490000
2018-09-16,222.802994,222.802994,211.117996,220.589005,220.589005,1502260000
2018-09-17,221.582001,224.261002,195.307999,197.875000,197.875000,2019910000
2018-09-18,197.095001,213.356995,195.934006,209.975006,209.975006,1800640000
2018-09-19,209.472000,213.871002,201.656006,209.968994,209.968994,1733330000
2018-09-20,210.287994,224.817993,207.789001,224.591003,224.591003,1782070000
2018-09-21,225.251007,248.388000,221.567001,246.584000,246.584000,2836200000
2018-09-22,247.337006,251.195999,233.809998,240.479996,240.479996,1921820000
2018-09-23,240.992004,247.464005,237.856995,244.330002,244.330002,1693470000
2018-09-24,244.843994,245.108002,227.490005,228.729996,228.729996,1748740000
2018-09-25,228.326996,228.326996,206.490005,218.505005,218.505005,2120360000
2018-09-26,218.647003,221.436996,209.113007,215.847000,215.847000,1756100000
2018-09-27,215.440002,230.606995,212.654007,228.494003,228.494003,2030320000
2018-09-28,229.041000,231.748001,218.669006,222.401993,222.401993,2018120000
2018-09-29,221.705002,234.014008,216.078003,231.634995,231.634995,2208720000
2018-09-30,231.328995,236.985992,228.445007,232.848007,232.848007,1765560000
2018-10-01,233.220001,234.145004,226.945007,230.768005,230.768005,1597500000
2018-10-02,231.100006,231.167007,225.837997,227.181000,227.181000,1542080000
2018-10-03,226.406998,226.457993,213.970993,220.488998,220.488998,1683930000
2018-10-04,220.445999,226.147995,220.089996,222.218002,222.218002,1479500000
2018-10-05,222.266998,228.319000,220.957001,227.600998,227.600998,1547330000
2018-10-06,227.552002,227.925995,224.246002,225.119995,225.119995,1505070000
2018-10-07,225.434998,226.369995,222.996002,226.119003,226.119003,1470480000
2018-10-08,226.509003,230.764999,224.557007,229.255005,229.255005,1470740000
2018-10-09,229.710007,230.160995,226.401001,227.981995,227.981995,1405130000
2018-10-10,227.615005,227.707001,224.494995,225.768997,225.768997,1384040000
2018-10-11,225.610001,225.610001,189.283005,189.498993,189.498993,2167620000
2018-10-12,188.707001,199.401001,188.707001,196.727005,196.727005,1487900000
2018-10-13,196.363998,201.279007,196.363998,199.841003,199.841003,1167610000
2018-10-14,199.690994,201.826996,195.242996,195.714996,195.714996,1169260000
2018-10-15,195.270004,222.117996,194.158997,209.703995,209.703995,2865830000
2018-10-16,209.628006,212.173004,207.983994,210.119995,210.119995,1532280000
2018-10-17,210.216995,211.125000,205.927994,207.082993,207.082993,1444130000
2018-10-18,207.404007,208.470001,201.742996,203.352005,203.352005,1365860000
2018-10-19,203.257004,204.662994,201.843994,203.727005,203.727005,1264480000
2018-10-20,203.514999,206.222000,203.085007,205.429993,205.429993,1238780000
2018-10-21,205.389999,208.154999,204.621002,205.141998,205.141998,1190300000
2018-10-22,205.173996,206.932007,203.376999,204.044006,204.044006,1328980000
2018-10-23,204.016006,205.151001,201.910995,204.335999,204.335999,1237490000
2018-10-24,204.126999,205.580994,203.354004,203.852005,203.852005,1102220000
2018-10-25,203.867996,204.132004,201.822998,202.718994,202.718994,1102900000
2018-10-26,202.335999,204.779999,201.550995,203.328995,203.328995,1161310000
2018-10-27,203.356003,206.082001,203.126007,204.210007,204.210007,1084810000
2018-10-28,204.509995,205.919006,203.522995,205.365997,205.365997,1139140000
2018-10-29,205.173996,205.597000,195.733994,197.246994,197.246994,1517230000
2018-10-30,197.203003,198.121994,196.350998,197.556000,197.556000,1363500000
2018-10-31,197.649002,198.337997,196.531006,197.380997,197.380997,1442380000
2018-11-01,197.537003,203.753998,197.328003,198.871994,198.871994,1336700000
2018-11-02,198.981995,201.268997,198.755005,200.634995,200.634995,1451870000
2018-11-03,200.740005,200.740005,199.524994,200.186005,200.186005,1307150000
2018-11-04,200.158005,211.272003,198.985992,207.485992,207.485992,1749300000
2018-11-05,207.100006,210.819000,206.572998,209.091003,209.091003,1613510000
2018-11-06,209.473999,218.451996,207.893997,218.451996,218.451996,1856940000
2018-11-07,218.899002,221.651993,216.796005,217.182999,217.182999,1927830000
2018-11-08,217.326996,218.337997,212.199005,212.231003,212.231003,1769080000
2018-11-09,211.987000,213.315994,209.514999,210.074005,210.074005,1554750000
2018-11-10,209.975006,213.856995,209.804993,212.533005,212.533005,1377760000
2018-11-11,212.479004,212.998993,208.867996,211.339996,211.339996,1501600000
2018-11-12,211.513000,212.623001,208.923996,210.417999,210.417999,1452380000
2018-11-13,210.149002,210.514999,206.134995,206.826004,206.826004,1610260000
2018-11-14,206.533997,207.044998,174.084000,181.397003,181.397003,2595330000
2018-11-15,181.899002,184.251007,170.188995,180.806000,180.806000,2638410000
2018-11-16,180.865005,181.350006,173.126007,175.177002,175.177002,2015330000
2018-11-17,175.360001,175.850998,172.869003,174.001007,174.001007,1832800000
2018-11-18,174.175003,179.151993,174.175003,177.067001,177.067001,1810920000
2018-11-19,177.179001,177.179001,147.850998,149.175003,149.175003,2745160000
2018-11-20,148.811005,151.253006,126.360001,130.339005,130.339005,3134410000
2018-11-21,131.141998,138.889999,125.758003,136.701004,136.701004,2685930000
2018-11-22,136.811005,137.740005,126.706001,126.706001,126.706001,1792150000
2018-11-23,126.418999,127.028000,119.558998,123.295998,123.295998,1998010000
2018-11-24,123.304001,126.788002,110.824997,113.494003,113.494003,1800960000
2018-11-25,113.125999,118.880997,101.769997,116.449997,116.449997,2466750000
2018-11-26,116.343002,118.200996,104.892998,108.334999,108.334999,2139490000
2018-11-27,107.913002,111.842003,102.452003,110.010002,110.010002,2320010000
2018-11-28,110.197998,126.047997,110.197998,122.438004,122.438004,2673470000
2018-11-29,122.721550,123.229721,115.297691,117.542648,117.542648,2196099150
2018-11-30,117.728096,119.423767,111.744965,113.171425,113.171425,2020748395
2018-12-01,113.397758,120.841454,111.619125,118.635559,118.635559,2131475767
2018-12-02,118.268150,120.562050,116.092041,116.388901,116.388901,1856199148
2018-12-03,116.378761,116.619072,107.415657,108.925018,108.925018,1772756192
2018-12-04,108.803162,113.142914,107.402718,110.214188,110.214188,1748116495
2018-12-05,110.335518,110.598610,102.475555,102.475555,102.475555,1990157607
2018-12-06,102.450592,104.103493,91.761055,91.761055,91.761055,2310716932
2018-12-07,91.649834,96.089844,83.469719,93.294563,93.294563,2554304529
2018-12-08,93.410080,97.059883,86.825668,92.159637,92.159637,1855759401
2018-12-09,92.035431,98.900032,91.031281,95.142059,95.142059,1875567179
2018-12-10,94.992172,96.257301,90.654251,91.685654,91.685654,1756437577
2018-12-11,91.578934,92.782326,87.688408,88.945305,88.945305,1707497898
2018-12-12,88.610703,92.240555,88.263557,90.593300,90.593300,1533050103
2018-12-13,90.655228,91.111603,85.518311,86.539314,86.539314,1754475621
2018-12-14,86.630356,87.144943,83.226471,84.308296,84.308296,1651491876
2018-12-15,84.279694,85.342743,82.829887,84.440811,84.440811,1496176898
2018-12-16,84.469406,87.568123,84.469406,85.262100,85.262100,1565817037
2018-12-17,85.382111,96.805054,85.382111,95.133827,95.133827,2101453023
2018-12-18,95.108040,101.320236,92.968521,101.112457,101.112457,2277514075
2018-12-19,101.683846,108.549057,100.691460,101.268578,101.268578,2456482114
2018-12-20,101.090439,117.170128,100.639961,116.216873,116.216873,3063842618
2018-12-21,115.835403,119.094162,107.584793,109.496231,109.496231,2632539990
2018-12-22,109.455940,116.759499,107.503166,116.759499,116.759499,2338772938
2018-12-23,117.273895,133.075302,117.273895,130.765259,130.765259,3579715060
2018-12-24,130.641663,157.668701,130.641663,140.238007,140.238007,4370343386
2018-12-25,140.997589,140.997589,125.113289,129.844345,129.844345,3298280609
2018-12-26,129.888824,136.677246,126.292908,131.865631,131.865631,2720469126
2018-12-27,131.923584,132.677063,115.650101,116.575912,116.575912,2612804378
2018-12-28,116.898201,137.647018,115.693130,137.647018,137.647018,3130201009
2018-12-29,138.468781,147.034332,134.570175,138.018341,138.018341,3169029972
2018-12-30,137.627457,140.689087,133.982330,139.859451,139.859451,2660086834
2018-12-31,140.031067,140.181152,132.519394,133.368271,133.368271,2358360233
2019-01-01,133.418152,141.397507,132.650711,140.819412,140.819412,2258709868
2019-01-02,141.519516,156.929138,140.650955,155.047684,155.047684,3328240369
2019-01-03,155.196045,155.863052,147.198364,149.135010,149.135010,2676164880
2019-01-04,148.912888,156.878983,147.907104,154.581940,154.581940,3126192535
2019-01-05,154.337418,160.824890,154.337418,155.638596,155.638596,3338211928
2019-01-06,155.804230,159.371445,152.085922,157.746201,157.746201,3231294371
2019-01-07,157.809494,158.450424,151.150726,151.699219,151.699219,2712108387
2019-01-08,151.967545,153.625778,148.669540,150.359634,150.359634,2459808140
2019-01-09,150.554688,153.622253,150.288376,150.803116,150.803116,2369241196
2019-01-10,150.843506,152.148270,126.529373,128.625183,128.625183,3397734455
2019-01-11,127.813965,130.165939,125.244942,127.548325,127.548325,2667585233
2019-01-12,127.528084,128.666122,125.446754,125.966530,125.966530,2212109224
2019-01-13,125.907227,126.267876,116.085968,116.897804,116.897804,2268263943
2019-01-14,116.979095,130.856735,116.967560,129.068726,129.068726,2798085735
2019-01-15,129.172684,130.743561,120.311523,122.032715,122.032715,2735449164
2019-01-16,121.809242,127.118248,121.441414,123.547058,123.547058,2746469339
2019-01-17,123.573540,124.270721,120.817032,123.741920,123.741920,2594091284
2019-01-18,123.654655,123.841690,120.241905,121.010262,121.010262,2305389799
2019-01-19,121.614426,125.904228,121.161034,124.519020,124.519020,3048261797
2019-01-20,124.632401,125.070389,118.702324,119.474831,119.474831,2964108269
